EJERCICIO;CODIGO_EOD;NOMBRE_EOD;ITEM;NOMBRE_ITEM; INICIAL ; CODIFICADO ; COMPROMETIDO ; DEVENGADO ; PAGADO 
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510204;Decimo Cuarto Sueldo; 8.000,00 ; 8.000,00 ; 6.133,28 ; 6.133,28 ; -   
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510502;Remuneracion Unificada para Pasantes e Internos Rotativos de Salud; 2.000,00 ; 2.000,00 ; -   ; -   ; -   
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510509;Horas Extraordinarias y Suplementarias; 3.000,00 ; 3.000,00 ; -   ; -   ; -   
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510510;Servicios Personales por Contrato; 20.000,00 ; 20.000,00 ; -   ; -   ; -   
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510601;Aporte Patronal; 30.360,00 ; 30.360,00 ; 14.573,16 ; 14.573,16 ; 14.573,16 
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510602;Fondo de Reserva; 25.500,00 ; 25.500,00 ; 12.499,20 ; 12.499,20 ; 823,34 
2021;177-0003;CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 3.000,00 ; 3.000,00 ; -   ; -   ; -   
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510105;Remuneraciones Unificadas; 6.675.679,56 ; 6.898.013,24 ; 3.889.988,85 ; 3.889.988,85 ; 3.889.988,85 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510106;Salarios Unificados; 936.743,61 ; 883.689,01 ; 510.409,45 ; 510.409,45 ; 510.409,45 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 15.797.342,03 ; 15.768.717,98 ; 9.070.670,42 ; 9.070.670,42 ; 9.070.670,42 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510203;Decimo Tercer Sueldo; 2.561.256,48 ; 2.544.196,12 ; 891.404,14 ; 891.404,14 ; 891.404,14 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510204;Decimo Cuarto Sueldo; 502.178,98 ; 498.155,45 ; 361.454,48 ; 361.454,48 ; 361.454,48 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510304;Compensacion por Transporte; 10.946,25 ; 6.241,50 ; 2.618,50 ; 2.618,50 ; 2.618,50 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510306;Alimentacion; 118.308,00 ; 114.544,00 ; 47.628,00 ; 47.628,00 ; 47.628,00 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510401;Por Cargas Familiares; 4.848,00 ; 4.176,00 ; 2.232,00 ; 2.232,00 ; 2.232,00 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510408;Subsidio de Antiguedad; 16.581,07 ; 16.053,29 ; 8.168,79 ; 8.168,79 ; 8.168,79 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510502;Remuneracion Unificada para Pasantes e Internos Rotativos de Salud; 52.559,67 ; 8.430,46 ; 3.711,01 ; 3.711,01 ; 3.711,01 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510509;Horas Extraordinarias y Suplementarias; 3.060,10 ; 3.402,57 ; 1.347,51 ; 1.347,51 ; 1.347,51 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510510;Servicios Personales por Contrato; 7.095.890,94 ; 7.011.839,16 ; 3.949.678,93 ; 3.949.678,93 ; 3.949.678,93 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510512;Subrogacion; 14.973,60 ; 16.188,73 ; 9.622,49 ; 9.622,49 ; 9.622,49 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510513;Encargos; 20.471,00 ; 20.241,58 ; 5.241,58 ; 5.241,58 ; 5.241,58 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510601;Aporte Patronal; 2.897.512,68 ; 2.869.752,42 ; 1.637.086,27 ; 1.637.086,27 ; 1.637.086,27 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510602;Fondo de Reserva; 2.448.592,04 ; 2.541.662,70 ; 1.417.053,21 ; 1.417.053,21 ; 1.417.053,21 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 122.834,59 ; 62.395,70 ; 31.458,96 ; 31.458,96 ; 27.345,62 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710203;Decimotercer Sueldo; 52.733,05 ; 52.458,00 ; 13.791,71 ; 13.791,71 ; 13.791,71 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710204;Decimocuarto Sueldo; 13.133,52 ; 12.800,00 ; 10.366,34 ; 10.366,34 ; 10.366,34 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710502;Remuneracion Unificada para Pasantes; 44.669,97 ; 55.398,75 ; 21.008,03 ; 21.008,03 ; 21.008,03 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710510;Servicios Personales por Contrato; 632.146,00 ; 629.484,00 ; 364.529,00 ; 364.529,00 ; 364.529,00 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710601;Aporte Patronal; 85.180,82 ; 88.379,61 ; 46.269,94 ; 46.269,94 ; 46.269,94 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710602;Fondo de Reserva; 89.269,91 ; 52.436,02 ; 30.365,28 ; 30.365,28 ; 30.365,28 
2021;177-9999;ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL;710706;Beneficio por Jubilacion; 1.117.161,85 ; 754.163,28 ; 366.095,00 ; 366.095,00 ; 366.095,00 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510105;Remuneraciones Unificadas; 2.020.326,21 ; 1.998.366,21 ; 1.202.883,82 ; 1.202.883,82 ; 1.202.883,82 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510106;Salarios Unificados; 611.273,15 ; 587.192,37 ; 357.359,83 ; 357.359,83 ; 357.359,83 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 6.213.390,74 ; 6.213.390,74 ; 3.554.131,91 ; 3.554.131,91 ; 3.554.131,91 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510203;Decimo Tercer Sueldo; 860.826,54 ; 850.826,54 ; 252.477,96 ; 252.477,96 ; 252.477,96 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510204;Decimo Cuarto Sueldo; 218.250,66 ; 222.600,66 ; 166.603,46 ; 166.603,46 ; 166.603,46 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510304;Compensacion por Transporte; 8.761,00 ; 7.709,50 ; 5.455,50 ; 5.455,50 ; 5.455,50 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510306;Alimentacion; 69.838,00 ; 61.676,00 ; 43.644,00 ; 43.644,00 ; 43.644,00 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510401;Por Cargas Familiares; 3.578,00 ; 3.288,00 ; 2.108,00 ; 2.108,00 ; 2.108,00 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510408;Subsidio de Antiguedad; 12.788,66 ; 11.783,28 ; 7.649,40 ; 7.649,40 ; 7.649,40 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510509;Horas Extraordinarias y Suplementarias; 22.633,38 ; 22.583,04 ; 9.885,41 ; 9.885,41 ; 9.885,41 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510510;Servicios Personales por Contrato; 2.586.359,05 ; 2.670.609,05 ; 1.232.819,55 ; 1.232.819,55 ; 1.232.819,55 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510513;Encargos; 67.981,61 ; 18.771,52 ; 6.967,98 ; 6.967,98 ; 6.967,98 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510601;Aporte Patronal; 1.084.759,87 ; 1.084.759,87 ; 599.555,62 ; 599.555,62 ; 599.555,62 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510602;Fondo de Reserva; 938.716,48 ; 938.716,48 ; 499.050,64 ; 499.050,64 ; 499.050,64 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 18.675,31 ; 45.885,40 ; 14.379,59 ; 14.379,59 ; 14.379,59 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710203;Decimotercer Sueldo; 214.796,92 ; 43.666,33 ; 25.520,81 ; 25.520,81 ; 25.520,81 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710204;Decimocuarto Sueldo; 12.740,94 ; 46.433,33 ; 5.286,15 ; 5.286,15 ; 5.286,15 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710510;Servicios Personales por Contrato; 1.454.390,53 ; 1.216.587,87 ; 951.862,02 ; 951.862,02 ; 951.862,02 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710601;Aporte Patronal; 133.382,94 ; 138.459,31 ; 87.097,71 ; 87.097,71 ; 87.097,71 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710602;Fondo de Reserva; 69.199,54 ; 100.428,65 ; 83.981,39 ; 83.981,39 ; 83.981,39 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710706;Beneficio por Jubilacion; 46.020,00 ; 15.605,50 ; 15.605,50 ; 15.605,50 ; 15.605,50 
2021;179-0000;UNIVERSIDAD TECNICA DE COTOPAXI;710707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones; -   ; 3.247,84 ; 3.247,84 ; 3.247,84 ; 3.247,84 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510105;Remuneraciones Unificadas; 3.434.064,51 ; 3.514.613,07 ; 2.025.893,38 ; 2.025.893,38 ; 2.025.893,38 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510106;Salarios Unificados; 856.748,76 ; 819.939,24 ; 476.427,89 ; 476.427,89 ; 476.427,89 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 9.693.622,19 ; 9.785.374,77 ; 5.670.909,52 ; 5.670.909,52 ; 5.670.909,52 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510203;Decimo Tercer Sueldo; 1.597.541,50 ; 1.626.749,52 ; 413.006,97 ; 413.006,97 ; 413.006,97 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510204;Decimo Cuarto Sueldo; 381.364,90 ; 389.717,77 ; 323.946,68 ; 323.946,68 ; 323.946,68 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510304;Compensacion por Transporte; 5.689,50 ; 10.468,00 ; 5.705,00 ; 5.705,00 ; 5.705,00 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510306;Alimentacion; 47.944,00 ; 79.268,00 ; 48.104,00 ; 48.104,00 ; 48.104,00 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510401;Por Cargas Familiares; 5.321,06 ; 5.000,00 ; 3.280,00 ; 3.280,00 ; 3.280,00 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510408;Subsidio de Antiguedad; 20.395,11 ; 23.424,04 ; 14.444,79 ; 14.444,79 ; 14.444,79 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510509;Horas Extraordinarias y Suplementarias; 3.515,00 ; 7.500,00 ; -   ; -   ; -   
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510510;Servicios Personales por Contrato; 5.234.195,54 ; 5.298.048,82 ; 3.580.448,35 ; 3.580.448,35 ; 3.580.448,35 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510512;Subrogacion; 3.280,30 ; 8.000,00 ; 409,29 ; 409,29 ; 409,29 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510513;Encargos; 4.103,07 ; 8.092,93 ; 2.165,50 ; 2.165,50 ; 2.165,50 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510601;Aporte Patronal; 1.802.542,47 ; 1.817.358,91 ; 1.100.116,20 ; 1.100.116,20 ; 1.100.116,20 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510602;Fondo de Reserva; 1.518.906,76 ; 1.592.696,49 ; 936.267,97 ; 936.267,97 ; 936.267,97 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 220.297,20 ; 43.623,44 ; 16.451,84 ; 16.451,84 ; 16.451,84 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710203;Decimotercer Sueldo; 32.455,21 ; 39.837,18 ; 15.608,23 ; 15.608,23 ; 15.608,23 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710204;Decimocuarto Sueldo; 10.020,34 ; 14.672,98 ; 9.982,51 ; 9.982,51 ; 9.982,51 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710510;Servicios Personales por Contrato; 326.462,46 ; 478.046,34 ; 263.318,80 ; 263.318,80 ; 263.318,80 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710601;Aporte Patronal; 29.871,32 ; 43.741,22 ; 24.093,91 ; 24.093,91 ; 24.093,91 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710602;Fondo de Reserva; 18.717,57 ; 39.821,26 ; 17.549,24 ; 17.549,24 ; 17.549,24 
2021;180-0000;UNIVERSIDAD NACIONAL DE CHIMBORAZO;710706;Beneficio por Jubilacion; 189.624,03 ; 230.000,00 ; 118.796,50 ; 118.796,50 ; 118.796,50 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510105;Remuneraciones Unificadas; 3.276.563,38 ; 3.270.395,63 ; 1.863.991,53 ; 1.863.991,53 ; 1.863.991,53 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510106;Salarios Unificados; 758.082,36 ; 768.128,61 ; 442.871,02 ; 442.871,02 ; 442.871,02 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 6.091.078,16 ; 7.567.616,86 ; 4.348.043,93 ; 4.348.043,93 ; 4.348.043,93 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510203;Decimo Tercer Sueldo; 1.021.174,91 ; 1.104.513,30 ; 215.487,38 ; 215.487,38 ; 215.487,38 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510204;Decimo Cuarto Sueldo; 263.547,98 ; 260.212,75 ; 197.409,39 ; 197.409,39 ; 197.409,39 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510304;Compensacion por Transporte; 7.557,32 ; 10.500,00 ; 5.840,44 ; 5.840,44 ; 5.840,44 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510306;Alimentacion; 60.450,25 ; 84.000,00 ; 46.690,75 ; 46.690,75 ; 46.690,75 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510401;Por Cargas Familiares; 3.952,90 ; 4.128,00 ; 2.439,88 ; 2.439,88 ; 2.439,88 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510408;Subsidio de Antiguedad; 12.883,54 ; 15.261,42 ; 8.206,17 ; 8.206,17 ; 8.206,17 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510509;Horas Extraordinarias y Suplementarias; 38.076,26 ; 24.491,00 ; 11.537,91 ; 11.537,91 ; 11.537,91 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510510;Servicios Personales por Contrato; 2.012.558,79 ; 1.494.354,25 ; 837.320,45 ; 837.320,45 ; 837.320,45 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510512;Subrogacion; 6.058,86 ; 4.150,00 ; -   ; -   ; -   
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510513;Encargos; -   ; 850,00 ; 426,60 ; 426,60 ; 426,60 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510601;Aporte Patronal; 1.155.728,07 ; 1.246.465,87 ; 709.598,24 ; 709.598,24 ; 709.598,24 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510602;Fondo de Reserva; 987.312,11 ; 1.093.122,14 ; 581.083,00 ; 581.083,00 ; 581.083,00 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510704;Compensacion por Desahucio; 23.280,72 ; 9.572,55 ; 9.572,55 ; 9.572,55 ; 9.572,55 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510706;Beneficio por Jubilacion; 170.777,65 ; 78.927,45 ; 64.767,45 ; 64.767,45 ; 64.767,45 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 77.967,70 ; 41.565,16 ; 35.849,97 ; 35.849,97 ; 35.849,97 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;710203;Decimotercer Sueldo; -   ; 81.929,50 ; 25.663,90 ; 25.663,90 ; 25.663,90 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;710204;Decimocuarto Sueldo; -   ; 29.066,64 ; 10.014,64 ; 10.014,64 ; 10.014,64 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;710510;Servicios Personales por Contrato; -   ; 983.154,00 ; 445.548,68 ; 445.548,68 ; 445.548,68 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;710601;Aporte Patronal; -   ; 90.037,13 ; 40.767,08 ; 40.767,08 ; 40.767,08 
2021;181-0000;UNIVERSIDAD ESTATAL DE MILAGRO;710602;Fondo de Reserva; -   ; 81.896,73 ; 8.954,40 ; 8.954,40 ; 8.954,40 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510105;Remuneraciones Unificadas; 1.730.695,72 ; 1.785.647,43 ; 988.657,58 ; 988.657,58 ; 988.657,58 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510106;Salarios Unificados; 919.002,60 ; 975.234,88 ; 534.243,68 ; 534.243,68 ; 534.243,68 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 5.072.877,57 ; 5.069.442,76 ; 2.914.722,21 ; 2.914.722,21 ; 2.914.722,21 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510203;Decimo Tercer Sueldo; 813.713,92 ; 820.700,88 ; 54.737,58 ; 54.737,58 ; 54.737,58 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510204;Decimo Cuarto Sueldo; 233.287,03 ; 229.591,07 ; 199.939,38 ; 199.939,38 ; 199.939,38 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510304;Compensacion por Transporte; 15.005,00 ; 14.795,50 ; 6.432,00 ; 6.432,00 ; 6.432,00 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510306;Alimentacion; 104.527,00 ; 103.568,50 ; 45.024,00 ; 45.024,00 ; 45.024,00 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510401;Por Cargas Familiares; 7.854,80 ; 8.434,80 ; 4.572,00 ; 4.572,00 ; 4.572,00 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510408;Subsidio de Antiguedad; 21.620,76 ; 23.635,81 ; 13.588,82 ; 13.588,82 ; 13.588,82 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510509;Horas Extraordinarias y Suplementarias; 90.343,18 ; 100.111,46 ; 63.072,99 ; 63.072,99 ; 63.072,99 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510510;Servicios Personales por Contrato; 1.980.762,10 ; 1.841.749,28 ; 1.069.558,00 ; 1.069.558,00 ; 1.069.558,00 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510512;Subrogacion; 2.318,94 ; 2.318,94 ; 322,67 ; 322,67 ; 322,67 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510513;Encargos; 55,97 ; 7.800,00 ; 447,24 ; 447,24 ; 447,24 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510601;Aporte Patronal; 935.558,13 ; 933.809,52 ; 532.819,43 ; 532.819,43 ; 532.819,43 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510602;Fondo de Reserva; 796.523,46 ; 812.141,08 ; 459.942,03 ; 459.942,03 ; 459.942,03 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510706;Beneficio por Jubilacion; 59.575,68 ; 49.463,18 ; 19.833,33 ; 19.833,33 ; 19.833,33 
2021;182-0000;UNIVERSIDAD ESTATAL DEL SUR DE MANABI;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 22.145,06 ; 29.896,83 ; 16.278,42 ; 16.278,42 ; 16.278,42 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510105;Remuneraciones Unificadas; 1.989.272,26 ; 2.050.385,91 ; 1.131.129,50 ; 1.131.129,50 ; 1.131.129,50 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510106;Salarios Unificados; 84.132,00 ; 84.132,00 ; 49.077,00 ; 49.077,00 ; 49.077,00 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 1.959.519,19 ; 2.086.677,60 ; 794.622,11 ; 794.622,11 ; 794.622,11 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510203;Decimo Tercer Sueldo; 648.702,49 ; 622.950,64 ; 190.060,48 ; 190.060,48 ; 190.060,48 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510204;Decimo Cuarto Sueldo; 127.196,03 ; 129.692,76 ; 86.533,99 ; 86.533,99 ; 86.533,99 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510510;Servicios Personales por Contrato; 3.386.048,67 ; 2.829.538,64 ; 1.673.964,05 ; 1.673.964,05 ; 1.673.964,05 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510512;Subrogacion; 10.500,00 ; 24.125,19 ; 3.701,05 ; 3.701,05 ; 3.701,05 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510513;Encargos; 19.500,00 ; 80.980,78 ; 32.074,16 ; 32.074,16 ; 32.074,16 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510601;Aporte Patronal; 696.821,60 ; 663.951,48 ; 344.669,61 ; 344.669,61 ; 344.669,61 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510602;Fondo de Reserva; 599.060,58 ; 606.073,13 ; 286.000,03 ; 286.000,03 ; 286.000,03 
2021;183-0000;UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 88.732,04 ; 81.685,64 ; 58.900,39 ; 58.900,39 ; 58.900,39 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510105;Remuneraciones Unificadas; 1.127.313,96 ; 1.259.871,34 ; 701.406,34 ; 701.406,34 ; 701.406,34 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510106;Salarios Unificados; 289.896,00 ; 273.638,84 ; 154.130,17 ; 154.130,17 ; 154.130,17 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 2.909.772,20 ; 2.781.216,05 ; 1.614.486,55 ; 1.614.486,55 ; 1.614.486,55 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510203;Decimo Tercer Sueldo; 508.848,33 ; 584.638,40 ; 130.786,40 ; 130.786,40 ; 130.786,40 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510204;Decimo Cuarto Sueldo; 116.619,87 ; 126.507,32 ; 95.426,99 ; 95.426,99 ; 95.423,51 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510304;Compensacion por Transporte; 3.768,00 ; 2.392,50 ; 2.027,50 ; 2.027,50 ; 2.027,50 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510306;Alimentacion; 28.080,00 ; 26.610,00 ; 16.220,00 ; 16.220,00 ; 16.220,00 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510401;Por Cargas Familiares; 2.327,76 ; 1.608,00 ; 804,00 ; 804,00 ; 804,00 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510408;Subsidio de Antiguedad; 5.911,43 ; 4.595,04 ; 2.758,88 ; 2.758,88 ; 2.758,88 
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510507;Honorarios; 6.700,00 ; 78.675,35 ; -   ; -   ; -   
2021;185-0000;UNIVERSIDAD ESTATAL AMAZONICA;510509;Horas Extraordinarias y Suplementarias; 30.170,55 ; 1.000,00 ; 444,12 ; 444,12 ; 444,12 
