A§o Registro;Mes Registro;Tipo Registro;Tipo Impedimento-Gobierno Abierto;Estado;No Registros;FECHA CORTE
2018;2;Impedimento;OTROS;Activo;1;31/5/2022
2018;2;Impedimento;OTROS;Activo;2;31/5/2022
2018;2;Impedimento;OTROS;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;49;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;14;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;36;31/5/2022
2018;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;9;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;56;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;21;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;291;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;67;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;97;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;38;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2018;2;Impedimento;COMPRA DE RENUNCIA CON INDEMNIZACION;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2018;2;Impedimento;RENUNCIA VOLUNTARIA;Activo;7;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;32;31/5/2022
2018;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2018;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;19;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;2;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2018;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2018;3;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;20;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;3;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;3;31/5/2022
2018;3;Impedimento;OTROS;Activo;3;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;116;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;51;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;18;31/5/2022
2018;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;16;31/5/2022
2018;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;19;31/5/2022
2018;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;50;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;20;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2018;4;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2018;4;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2018;4;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;11;31/5/2022
2018;4;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;5;31/5/2022
2018;4;Impedimento;OTROS;Activo;3;31/5/2022
2018;4;Impedimento;OTROS;Activo;2;31/5/2022
2018;4;Impedimento;OTROS;Activo;2;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;56;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;297;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;221;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;18;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;12;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;16;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;9;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;12;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;24;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;49;31/5/2022
2018;4;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;27;31/5/2022
2018;4;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;12;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;18;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;159;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;4;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;4;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;6;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;14;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;28;31/5/2022
2018;5;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2018;5;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2018;5;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;3;31/5/2022
2018;5;Impedimento;OTROS;Activo;6;31/5/2022
2018;5;Impedimento;OTROS;Activo;3;31/5/2022
2018;5;Impedimento;OTROS;Activo;2;31/5/2022
2018;5;Impedimento;OTROS;Activo;2;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;65;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;30;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;187;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;281;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;277;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;485;31/5/2022
2018;5;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;12;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;231;31/5/2022
2018;5;Impedimento;COMPRA DE RENUNCIA CON INDEMNIZACION;Activo;3;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2018;5;Impedimento;RENUNCIA VOLUNTARIA;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;27;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2018;5;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;272;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;87;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;39;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;317;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;8;31/5/2022
2018;5;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;4;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2018;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;8;31/5/2022
2018;5;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;5;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2018;6;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2018;6;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;11;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;13;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2018;6;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2018;6;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2018;6;Impedimento;OTROS;Activo;1;31/5/2022
2018;6;Impedimento;OTROS;Activo;9;31/5/2022
2018;6;Impedimento;OTROS;Activo;7;31/5/2022
2018;6;Impedimento;OTROS;Activo;2;31/5/2022
2018;6;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;1;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;13;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;18;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;16;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;63;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;553;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;254;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;685;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;372;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;141;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;34;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;11;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;416;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;10;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;8;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;19;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;33;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;6;Impedimento;DESTITUCI‡N;Activo;6;31/5/2022
2018;6;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;14;31/5/2022
2018;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2018;6;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;18;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;25;31/5/2022
2018;7;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;61;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;22;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;7;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2018;7;Impedimento;OTROS;Activo;3;31/5/2022
2018;7;Impedimento;OTROS;Activo;4;31/5/2022
2018;7;Impedimento;OTROS;Activo;3;31/5/2022
2018;7;Impedimento;OTROS;Activo;1;31/5/2022
2018;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2018;7;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;35;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;11;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;650;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;282;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;241;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;102;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;197;31/5/2022
2018;7;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;70;31/5/2022
2018;7;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;2;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;12;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;89;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;221;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;26;31/5/2022
2018;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2018;7;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
